"Class","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
1,7500,35945,49750,"HomeImp","Other",3,0,0,122.06666667,0,23,NA
0,18800,102120,165302,NA,"Other",NA,0,NA,274.11292609,NA,24,40.105029842
0,17300,96138,124066,"DebtCon","Office",1,NA,2,271.7823232,0,30,40.404506226
0,15000,50000,90000,"DebtCon","ProfExe",5.5,0,0,130.86666667,2,22,NA
1,12100,29097,72647,"DebtCon","Other",8,NA,NA,109.51487945,1,22,45.304760569
0,31600,15036,44220,"DebtCon","Other",28,0,0,204.70091689,0,14,42.618223461
0,8500,58327,75044,"HomeImp","Mgr",2,0,2,123.36535633,0,22,28.111813831
0,22500,127709,167975,"DebtCon","Office",1,NA,0,367.18951506,NA,51,37.888049808
1,15200,105328,113931,"HomeImp","ProfExe",3,0,0,138.13350449,2,32,61.89063458
0,17600,53707,80407,"DebtCon","Other",17,1,0,185.97822083,0,21,36.494053926
0,7000,29000,49000,"DebtCon","Other",11,0,0,234.4,1,32,NA
0,17100,74922,91187,"DebtCon","Mgr",0,0,0,80.582655587,0,16,26.767768842
0,9800,32550,52554,"DebtCon","Other",12,0,0,229.51274114,1,32,37.923088094
1,25000,NA,NA,"DebtCon","Other",22,0,2,203.2,0,23,NA
0,23000,48003,64720,"DebtCon","Office",4,0,0,160.6060458,1,26,33.629923296
0,16700,67238,96535,"HomeImp","Office",7,NA,NA,103.47260819,0,10,39.349650518
0,6200,45564,61956,"HomeImp","Other",2,0,NA,101.16706032,NA,13,38.675140153
0,15100,68043,80686,"DebtCon","Office",4,0,0,119.67249086,1,20,21.418227456
0,19200,83591,109772,"HomeImp","ProfExe",4,0,0,101.49881202,1,25,37.077041528
1,50000,167000,245000,"HomeImp","Self",22,1,7,267.9,2,24,NA
0,19900,96435,130019,"DebtCon","Office",27,0,0,274.2825562,3,16,32.469202654
1,8900,72581,90585,"DebtCon","Office",18,1,1,207.96666667,0,30,NA
0,17700,93302,116668,"DebtCon","Other",20,0,0,283.04094598,0,16,25.225910201
0,7200,79946,113807,"DebtCon","Office",1,0,0,238.45882498,0,37,18.617288691
0,10800,67171,82138,"HomeImp","Other",2,0,0,89.124526305,0,6,38.8031464
1,9900,21400,36600,"DebtCon","Self",2,0,0,154.2,2,26,NA
0,26900,67144,92923,"DebtCon","Other",16,0,0,89.112173485,1,17,32.791478032
0,10800,61767,72668,"DebtCon","ProfExe",15,0,0,228.98545319,3,32,37.91433471
0,37400,96798,145550,"DebtCon","Other",12,0,0,63.901676947,1,35,40.594851726
1,33500,54079,66261,"HomeImp","Mgr",15,4,0,142,0,14,NA
1,8500,18240,40200,"HomeImp","Other",1,0,1,306.4,0,12,NA
0,10000,78000,97400,"HomeImp","ProfExe",1,0,0,72.033333333,1,20,NA
0,14700,35832,66260,"DebtCon","ProfExe",7,0,0,277.79408675,0,16,23.705359284
1,8000,61000,90450,"HomeImp","Other",4,2,1,139.86666667,0,9,NA
1,20000,78500,109725,"DebtCon","ProfExe",9.8,NA,1,117.66666667,2,30,NA
0,19900,78142,102085,"HomeImp","Mgr",12,0,0,160.36703279,0,27,34.099757111
0,10500,41467,58329,"DebtCon","Mgr",2,0,0,187.71348615,0,22,27.86112392
0,16400,102103,133626,"DebtCon","ProfExe",5,0,0,95.366348366,0,14,31.275182524
0,18600,80970,101244,"DebtCon","ProfExe",0,0,0,272.88259897,2,20,39.808993217
0,21900,53458,77455,"DebtCon","ProfExe",10,0,0,192.88774922,1,42,40.956310782
0,21900,62387,113827,"DebtCon","ProfExe",15,0,3,281.05914082,1,36,26.031709113
0,20800,150507,126763,NA,"ProfExe",4,0,0,102.42238785,2,33,31.990310996
0,22800,62754,101781,"HomeImp","ProfExe",19,0,0,628.98194793,0,24,20.200302232
0,24100,77435,113000,"DebtCon","ProfExe",10,0,1,124.76666667,0,19,NA
0,33800,15648,43726,"DebtCon","Other",29,0,0,198.45117369,0,14,42.511975049
0,6200,45356,82054,"DebtCon",NA,2,0,0,201.33448747,4,29,29.661710162
0,38300,93255,144457,"DebtCon","Other",10,0,0,73.656853928,1,36,41.939496061
1,12000,75373,102602,"HomeImp","Other",6,2,0,99.366666667,0,21,NA
0,27200,97541,126368,"DebtCon","ProfExe",0,1,0,186.77854794,3,38,34.81068944
0,24100,NA,49433,"DebtCon","Other",NA,NA,NA,83.099726126,NA,13,26.148970181
0,17500,90221,113564,"DebtCon","Other",19,0,0,265.18462525,1,17,27.029438967
0,8000,76600,96000,"DebtCon","Mgr",2,0,0,73.033333333,2,24,NA
0,21700,59947,94103,"DebtCon","Office",0,0,0,154.55254739,1,21,34.771708596
0,8200,NA,49331,"HomeImp","Other",9,0,0,305.88808215,2,12,33.718613864
0,12700,103034,124116,"DebtCon",NA,2,0,0,137.43869242,0,25,31.603100931
0,22000,71664,98015,"DebtCon","Mgr",9,0,0,191.31360881,1,19,34.921021057
1,30000,176000,240000,"DebtCon","ProfExe",1,1,0,198.86666667,2,13,NA
0,8200,75870,97922,"DebtCon","ProfExe",0,NA,NA,NA,NA,NA,27.276364919
1,5500,NA,12972,"HomeImp","Other",1,0,1,82.294266354,0,2,36.986744097
0,7200,NA,38061,"HomeImp","Other",NA,NA,NA,299.75272612,NA,12,31.880033183
0,10300,46609,63812,"DebtCon","Other",1,0,0,184.78841632,2,13,29.140031372
0,31200,14906,64767,"DebtCon","Other",0,0,0,80.355570586,0,5,35.039075366
1,10600,61294,82646,"DebtCon","ProfExe",5,0,4,87.859169291,2,13,36.395148149
0,27100,20479,46735,"DebtCon","Other",24,0,0,103.81628973,0,10,24.258677221
0,25300,137813,214014,"HomeImp","ProfExe",5,0,0,187.19250991,0,27,38.656846663
0,9000,96884,110108,"DebtCon","Other",18,0,2,194.8,2,16,NA
0,14800,16448,38774,"DebtCon","Office",7,0,0,91.005539849,0,16,19.240351261
0,15100,39679,62674,"DebtCon",NA,5,1,0,95.599100855,1,9,28.505590561
1,50000,26976,NA,"DebtCon","Mgr",8.3,1,0,111.6,1,6,NA
0,17500,73071,94267,"DebtCon","Office",1,0,0,160.45470053,3,19,32.276809318
0,14800,76875,95893,"DebtCon","Other",4,2,0,88.754574794,0,21,24.224695417
0,7800,55394,63567,"DebtCon","Other",23,0,0,262.01435765,2,29,38.983938486
0,26600,140561,208775,"HomeImp","ProfExe",5,0,0,197.52410245,1,27,36.878389116
1,20000,72000,103000,"DebtCon","ProfExe",0.5,0,0,174.3,3,23,NA
1,10000,41741,56000,"DebtCon","Office",3,0,0,20.233333333,2,6,NA
0,5100,73882,96031,"DebtCon","Other",0,0,0,125.78740011,1,10,34.446079222
0,27400,195497,246354,"DebtCon","Other",8,0,0,89.264427411,1,25,39.664822994
0,15000,36900,58600,"HomeImp","Other",26,0,0,247.1,0,14,NA
0,33500,37843,80771,"DebtCon","Other",10,NA,NA,107.99711121,NA,23,33.96233051
0,13600,12724,52016,"HomeImp","Office",24,0,1,269.62871093,0,19,28.17242611
0,29800,34000,71000,"DebtCon","Other",10,NA,NA,115.66666667,NA,24,NA
0,9000,12340,36133,NA,NA,NA,NA,NA,NA,NA,NA,31.703814722
1,6800,NA,27410,"HomeImp","Mgr",6,1,0,2.0333333333,1,5,NA
0,13800,77130,127000,"DebtCon","ProfExe",15,0,0,296.33333333,0,19,NA
0,25500,NA,121708,"DebtCon","Mgr",8,1,0,151.96934115,0,27,33.159940628
1,20000,70862,201500,NA,"Mgr",9.3,0,1,290.16670565,1,25,NA
0,9900,72674,89909,"DebtCon","Office",15,0,1,90.957899517,0,8,27.35463407
0,5800,172595,250155,"DebtCon","Sales",NA,0,0,126.40098356,0,21,43.20775979
0,17500,51102,69532,"DebtCon","Other",5,0,0,108.31608023,2,49,31.495945715
0,20100,78915,119400,"DebtCon","Mgr",18,0,0,232.82670618,4,30,36.648679723
0,11700,59506,85000,"DebtCon","Other",3,0,0,37.566666667,2,4,NA
1,20000,73400,94000,"DebtCon","Mgr",9,0,0,270,2,14,NA
0,17000,152900,191146,"DebtCon","Other",7.5,0,0,NA,2,16,NA
1,22000,96127,122000,"DebtCon","Mgr",24,0,2,301.3,3,36,NA
1,7800,NA,11702,"HomeImp","Other",0,0,0,44.629591574,2,7,21.271785371
0,11900,117550,144178,"DebtCon","ProfExe",15,NA,1,170.9458328,1,32,29.099981214
0,28900,109888,182229,"DebtCon","Sales",16,0,0,302.22641765,1,30,33.319061895
0,18900,69325,102438,"DebtCon","Other",NA,2,1,222.65227491,2,13,43.524097796
0,13500,116123,145597,"DebtCon","ProfExe",3,0,0,290.31077491,0,46,34.69906743
0,17100,117337,131575,"DebtCon",NA,16,0,0,177.62943226,0,17,39.176432459
0,14200,NA,31671,"DebtCon","Other",13,NA,NA,82.99126514,2,8,33.215104024
0,5700,100934,111496,"HomeImp","Office",23,0,0,117.49959288,0,12,38.750562668
0,17000,27088,166437,"HomeImp","Self",7,0,0,306.67417105,0,27,26.156717881
0,18400,68655,94322,"HomeImp","ProfExe",8,0,0,76.794701258,0,15,32.74121014
0,11300,77846,101984,"HomeImp","ProfExe",5,0,0,112.38484554,1,27,28.298733642
0,8200,171456,246758,"DebtCon","Sales",NA,0,0,138.15481817,0,21,40.337860758
0,32900,49709,101222,"DebtCon","Office",2,0,0,181.90982454,2,24,35.045596256
0,15700,58410,89082,"DebtCon","Office",29,0,0,211.80567437,0,21,31.058372507
0,21900,105787,142466,"HomeImp","ProfExe",8,0,0,145.37717658,0,22,32.333899345
1,25000,82000,128325,"DebtCon","Mgr",NA,0,1,10.133333333,NA,41,NA
0,10800,31149,67239,"DebtCon","Mgr",NA,NA,NA,NA,NA,NA,35.265437376
0,23400,97865,120172,"DebtCon","Self",2,0,0,200.57575228,1,26,36.398728722
0,17000,134689,158661,"DebtCon","Mgr",NA,0,0,227.39546465,0,19,36.425571756
0,10400,63505,75811,"DebtCon","Other",3,0,0,182.0920717,2,17,33.690785641
0,5000,12457,53448,"HomeImp","Self",NA,0,0,207.14348133,0,12,44.107951691
0,25900,80663,122372,"DebtCon","ProfExe",10,0,1,133.66949395,0,18,26.573930791
0,30400,40386,68120,"DebtCon","Mgr",12,1,0,98.820153684,5,15,34.020257191
0,4500,45500,50000,"HomeImp","Other",6,0,0,86.166666667,0,18,NA
0,25800,112388,180313,"DebtCon","Sales",16,0,0,295.54600578,0,31,33.241096011
0,21000,69097,105200,"DebtCon","Other",NA,1,0,237.82012891,1,13,40.305773569
1,4400,53091,64074,"DebtCon","Office",14,1,3,89.86105825,0,17,39.158084834
0,8000,NA,34226,"HomeImp","Other",NA,NA,1,75.366666667,1,10,NA
0,8200,13392,34254,"DebtCon","Other",3,0,0,267.91864156,0,11,21.929990488
0,13900,85358,101401,"DebtCon","Other",0,0,0,145.79410614,0,22,40.114411439
1,72300,NA,85000,"DebtCon","Other",1,0,0,117.16666667,9,23,NA
0,15800,101246,142340,"DebtCon","Office",2,NA,NA,109.29393259,2,16,33.770828549
0,30800,21172,37333,"DebtCon","Other",30,0,0,208.49869628,0,15,41.358171066
0,14800,NA,43475,"DebtCon","Other",NA,NA,NA,339.7,NA,17,NA
1,12500,69117,101503,"HomeImp","ProfExe",13,0,7,145.95301782,0,36,36.759984664
0,23700,NA,78812,"DebtCon","Sales",4,0,0,412.02054674,0,24,25.637263088
0,22400,52597,69312,"DebtCon","Office",2,0,0,224.24133068,0,12,33.82410789
1,60000,86573,159920,"DebtCon","ProfExe",7,0,5,332.73333333,3,22,NA
0,17400,77350,101271,"DebtCon","Other",0,0,0,148.91622747,1,18,34.387028434
0,18500,65165,90805,"DebtCon","Office",2,0,0,160.73226514,0,25,25.372047645
0,18900,87657,117577,"DebtCon","ProfExe",9,0,0,142.46649495,2,19,39.96618165
0,19300,76807,103026,"HomeImp","Mgr",13,0,0,169.24875269,0,27,34.876358722
1,8000,33689.3,48000,"DebtCon","Other",3,0,0,103.73333333,0,13,NA
0,36300,35072,74829,"DebtCon","ProfExe",4,1,0,195.5596417,2,18,23.01985524
0,10500,34044,55784,"DebtCon","Other",10,0,0,245.1308598,1,32,36.350329432
0,13000,59000,83187,"HomeImp","Other",NA,0,0,292.1,0,20,NA
0,29000,152065,192445,"HomeImp","Self",2,0,0,166.94856833,0,16,41.563839245
1,21000,NA,55000,"DebtCon","Other",7,NA,NA,NA,NA,NA,NA
0,8900,58839,81223,"DebtCon","Office",4,0,0,102.24646959,2,15,26.206409952
0,7300,139348,205981,"DebtCon","ProfExe",1,0,0,60.424760757,2,22,36.812290634
0,6700,51855,58084,"HomeImp","Office",21,0,0,193.75474567,0,19,19.549571698
0,12800,58592,87002,"DebtCon","Office",13,0,0,139.53084276,0,24,37.531077087
0,28700,131767,214558,"DebtCon","ProfExe",10,0,0,238.79489103,2,27,20.523272269
0,23500,90129,141785,"DebtCon","ProfExe",23,1,0,158.99682446,0,25,40.331950332
1,14000,85200,NA,"HomeImp","Other",8,1,0,188.66666667,4,17,NA
0,18000,161413,196860,"DebtCon","Other",7,0,0,NA,2,16,30.778166837
0,27700,73148,101462,"DebtCon","ProfExe",10,0,0,264.60538941,0,33,40.475793354
0,20500,169689,198931,"DebtCon","ProfExe",9,0,0,258.62004189,1,37,26.366126268
0,27900,50988,81533,"DebtCon","Office",1,0,0,167.61445006,2,18,40.620884753
1,18900,61429,84990,"DebtCon","ProfExe",8,3,1,166.17939921,2,64,40.436704805
0,14700,77565,101320,"HomeImp","ProfExe",6,0,0,120.82737185,0,26,25.27620451
0,21900,51861,68951,"DebtCon","ProfExe",10,0,0,188.97861712,0,42,38.999754155
0,21300,101524,141859,"HomeImp","ProfExe",10,0,0,162.32211917,0,23,31.987636327
0,9800,69919,100267,"DebtCon","Other",16,NA,NA,130.8860074,3,15,26.835043413
0,16400,50941,78801,"DebtCon","ProfExe",4,0,0,266.04079897,2,32,32.904357011
1,5000,NA,52000,"HomeImp","Other",NA,0,1,285.33333333,0,6,NA
0,11400,125486,195284,"HomeImp","Office",0,0,0,354.29028718,0,15,38.143068786
0,15700,95128,122248,"DebtCon","Other",10,0,0,171.02178171,0,27,36.332600416
0,32300,235343,45270,"DebtCon","Mgr",3,0,1,210.92240343,3,49,41.264805515
0,22300,NA,22399,"DebtCon","ProfExe",5,0,0,96.642686986,1,18,22.196624712
0,15800,25344,79736,"HomeImp","Other",NA,0,0,249.9837678,0,50,42.435562666
0,22300,89591,149566,"DebtCon","ProfExe",23,0,0,157.65172986,0,24,41.85930497
1,12000,NA,87000,"DebtCon","Other",13,NA,NA,NA,NA,NA,NA
1,4700,26900,45000,"HomeImp","ProfExe",9,1,2,90.466666667,1,16,NA
1,14000,65000,NA,NA,"Other",23,0,3,109.56666667,1,15,NA
0,25800,NA,63456,"DebtCon","Other",25,0,0,148.81628466,0,8,22.06576364
0,17800,100277,163702,NA,"Other",NA,1,NA,256.85447121,NA,24,36.354036449
0,17600,71366,87862,"DebtCon","Office",5,0,0,116.79668509,0,20,23.400137117
1,17500,110603,142000,"DebtCon","Other",1,1,0,163.06666667,3,25,NA
0,17600,79122,96116,"DebtCon","Other",1,0,0,152.44371441,1,18,35.589662601
0,24400,NA,59888,"DebtCon","Other",NA,0,0,288.2296811,0,19,38.581332837
0,49800,44462,102203,"HomeImp","Self",8,0,0,207.56405016,3,37,40.302867689
0,28500,97262,131830,"DebtCon","Office",10,0,0,168.8035325,0,29,42.324924696
0,27000,50375,70656,"DebtCon","Other",8,0,0,125.71604137,1,20,43.133844895
0,21300,56729,114643,"DebtCon","ProfExe",14,0,3,276.17016698,1,36,25.830883226
1,13000,43744,60000,"DebtCon","Self",22,0,1,21.266666667,1,15,NA
0,30900,190480,298239,"DebtCon","Other",27,0,1,164.60487057,0,23,39.601452126
1,10000,122800,151500,"HomeImp","ProfExe",2,0,0,205.96666667,1,23,NA
0,8500,55100,66900,"DebtCon","ProfExe",15,0,0,229.26666667,4,32,NA
0,9100,47756,84022,"HomeImp","Other",18,0,0,206.79736096,1,17,32.391146387
0,12600,103960,127384,"DebtCon",NA,2,0,0,129.01549941,0,25,34.479454764
0,9600,NA,68324,"HomeImp","Other",NA,0,0,356.45017827,0,6,36.554268317
0,13700,74015,113766,"DebtCon","Other",7,0,0,75.892415281,2,14,36.395366326
0,7200,36264,48240,"DebtCon","Other",15,0,0,82.166666667,0,12,NA
0,32400,128523,179390,"DebtCon","Mgr",13,0,0,150.08428711,1,28,43.144345509
0,11600,89205,128462,"DebtCon","Office",10,0,0,128.12359751,0,21,37.523324709
0,26000,222681,286283,"HomeImp","ProfExe",6,NA,4,485.94535834,NA,55,33.239355484
0,16300,59901,83232,"HomeImp","Other",NA,0,0,284.51430538,0,20,27.898802748
0,21900,147638,193065,"DebtCon","ProfExe",13,NA,NA,100.77592598,1,23,29.531444395
1,7500,NA,NA,"HomeImp","Other",20,NA,NA,157.32842275,0,20,NA
1,15000,61438,127300,"DebtCon","Self",4,1,3,134.26666667,1,17,NA
1,5000,NA,71277,"HomeImp","Other",10,0,0,72.433333333,1,12,NA
0,25700,103598,144594,"DebtCon","Mgr",19,0,0,217.94482804,0,13,41.135649383
0,18000,88509,112933,"DebtCon","ProfExe",4,0,0,150.80236935,1,21,23.200941214
0,25400,158111,209649,"HomeImp","Other",10,0,0,254.33618951,1,34,43.136770157
0,19400,63508,12414,"DebtCon","Other",5,NA,NA,64.407604619,1,16,40.570169157
0,17600,62198,101183,"HomeImp","ProfExe",21,0,0,230.7167135,1,23,39.139756562
0,5100,62702,79784,"HomeImp","Other",2,0,0,108.07259081,0,15,43.290139816
0,7200,NA,74610,"HomeImp","Office",1,0,0,40.182134821,0,3,37.941253769
0,12800,54546,62906,"DebtCon","Mgr",3,0,0,175.51987453,1,16,28.648185714
1,15000,163000,207562,"DebtCon","ProfExe",6,0,0,247.58424908,1,27,NA
0,17000,25638,128433,"DebtCon","Other",10,0,0,367.6645206,0,9,39.106896383
0,23900,70694,95718,"HomeImp","Office",11,0,0,138.16735959,0,13,38.561206281
0,21700,29258,53807,"DebtCon","Other",0,NA,NA,300.6792922,NA,24,35.698017435
0,20100,45764,79967,NA,NA,NA,NA,NA,NA,NA,NA,38.647727907
0,19800,56745,83146,"DebtCon","Other",11,0,0,85.253619221,0,10,7.8621936317
0,25700,43881,69954,"DebtCon","Other",10,0,0,126.47306563,0,20,40.769061823
0,16400,71906,86144,"DebtCon","Office",2,0,0,126.17015231,1,20,23.698007625
0,17600,61093,97551,"DebtCon","Office",0,0,0,75.060829426,0,22,35.562993202
1,14700,51829,69136,"DebtCon","Other",14,0,0,169.98530778,0,18,35.635393849
0,11900,201264,227295,"HomeImp","ProfExe",10,0,0,239.74336633,0,22,33.776336963
0,52200,NA,81115,"HomeImp","Self",10,0,0,173.21428423,1,21,24.981882821
1,17000,87600,110000,"DebtCon","Other",0.4,6,0,180.56666667,2,46,NA
0,32300,194350,299720,"DebtCon","Other",28,0,0,170.19686736,0,23,40.251510027
1,14200,68750,88627,"DebtCon","Other",10,0,1,219.67280084,0,32,34.639961398
0,26300,78851,109090,"DebtCon","Office",8,0,0,405.43042921,0,44,42.341626392
0,15900,94108,113888,"HomeImp","Office",2,0,0,140.51005382,0,21,36.318788182
0,11400,112930,144830,"DebtCon","ProfExe",2,0,0,271.23803732,1,46,33.251079314
0,30100,24350,40356,"DebtCon","Other",0,0,0,81.840250201,0,6,13.409995648
0,13000,29196,42682,"DebtCon","Other",9,NA,0,143.10806066,6,28,37.29840496
1,8800,2800,18361,"HomeImp","Other",2,3,1,107.76666667,4,3,NA
0,22000,48041,88433,"DebtCon","Other",12,0,0,96.336434623,0,10,5.2266736193
0,21900,10421,24808,"DebtCon","Other",NA,0,0,61.286698451,2,19,40.016621624
0,10200,102281,114277,NA,"Office",15,0,0,263.2869775,0,16,36.827785946
0,27100,44095,77587,"DebtCon","Mgr",14,1,0,92.140029015,6,15,33.535547201
1,15700,53478,68885,"DebtCon","Other",5,0,0,83.69551611,5,17,40.349929995
0,31600,11478,66275,"DebtCon","Other",1,0,0,97.198633924,1,5,35.945205753
0,15000,84000,110975,"DebtCon","Other",20,0,0,282.16666667,1,17,NA
0,20000,30000,46500,"HomeImp","Self",5,1,NA,127.6,NA,11,NA
1,45100,67552,128659,"HomeImp","Other",10,0,0,83.323113419,0,13,43.874079432
0,23500,90246,119320,"DebtCon","Other",22,0,0,239.25964489,1,26,41.336696482
1,3200,27200,40834,"HomeImp","Other",NA,0,0,298.13156403,0,7,35.553538789
0,10300,75483,99345,"DebtCon","ProfExe",3,0,0,133.79051006,0,25,34.887236085
0,25300,118744,153552,"DebtCon","Office",5,NA,NA,307.87619897,1,35,43.469263374
1,38800,31976,NA,"DebtCon","Office",2,0,3,134.54388598,1,24,NA
0,18000,100822,118817,"DebtCon","ProfExe",0,0,0,126.42643974,0,30,37.877411067
0,13600,55901,87519,"DebtCon","Office",13,0,1,107.9131329,0,23,36.327022401
1,22800,129697,167475,"DebtCon","ProfExe",5,0,1,202.60380291,1,18,22.043933842
1,11500,21096,38952,"DebtCon","Office",13,0,0,129.7,0,5,NA
1,9700,55986,73000,"DebtCon","Other",2.5,0,1,207.16666667,2,29,NA
0,8600,42380,60733,"DebtCon","Mgr",3,0,0,199.29314197,0,22,28.434342078
1,15000,106239,135942,"DebtCon","ProfExe",19.5,0,1,9.1,2,24,NA
0,12900,70167,90812,"HomeImp","Office",25,0,0,177.0806266,2,13,40.225695665
1,11000,62227,81250,"DebtCon","Office",9,0,5,123.76666667,3,34,NA
0,9000,93521,126024,"HomeImp","Other",9,NA,NA,411.75308126,1,49,41.664281039
0,50400,43635,104114,"HomeImp","Self",10,0,0,224.4829394,3,35,40.851444098
0,22200,93947,116176,"DebtCon","Self",2,0,0,205.02940851,2,26,34.93940311
1,38000,24447,NA,"DebtCon","Office",3,0,4,134.9,2,25,NA
0,20400,NA,94446,"HomeImp","Other",6,0,0,184.82428996,1,16,40.775864346
0,31900,23517,47805,"DebtCon","Other",0,0,0,78.813600281,0,7,16.727748096
0,15900,46731,71521,"DebtCon","ProfExe",18,0,0,192.14423547,0,22,40.361769906
1,9500,36114,45654,"DebtCon","Office",0,0,0,83.333291772,0,9,25.343478449
0,15700,40314,60640,"HomeImp","Other",25,0,0,255.52746026,0,13,22.540680116
0,18200,120966,208782,"DebtCon","Other",4,0,0,202.53433338,0,17,27.436646043
0,10800,56477,94980,"HomeImp","Other",17,0,0,179.91736263,0,28,25.210739655
0,9300,46466,57182,"DebtCon","Other",2,0,0,100.05186621,0,20,38.444317985
0,26100,NA,35271,"DebtCon","Other",9,0,NA,96.528316157,NA,14,23.318650008
0,6800,78292,86959,"DebtCon",NA,3,NA,NA,NA,NA,NA,18.927211638
0,17600,59347,68667,"DebtCon","Office",0,0,0,185.27496096,0,25,30.052323948
0,12800,79151,110583,"DebtCon","Other",4,0,0,79.371384496,1,13,33.586691632
0,8000,65000,93600,"DebtCon","Other",16,NA,NA,140.06666667,4,16,NA
0,15400,34574,69751,"DebtCon","ProfExe",6,0,0,254.05619611,1,16,22.721013568
1,17400,79623,113658,"DebtCon","Other",0,0,2,212.12914517,2,25,35.106719635
1,9100,17218,36721,"DebtCon","Other",8,0,1,115.75209332,3,5,37.479410286
0,24400,109253,158257,"DebtCon","Mgr",17,0,0,193.96528716,0,25,34.594492544
0,15900,68304,92271,"DebtCon","Other",1,1,2,113.22840343,2,25,32.881846931
0,15200,85303,131022,"DebtCon","ProfExe",14,0,0,295.49573298,0,18,29.609920041
0,19300,148542,195791,"DebtCon","ProfExe",12,NA,NA,110.32763507,0,23,30.536610591
0,15700,81709,111127,"HomeImp","ProfExe",4,0,0,123.62444842,0,25,37.5606476
0,31800,34302,77481,"DebtCon","Other",10,NA,NA,123.46882703,NA,24,33.634689054
0,17500,102858,138977,"DebtCon","Office",2,NA,NA,100.28121919,2,15,31.669319454
0,6900,NA,36191,"HomeImp","Other",NA,NA,NA,311.86989931,NA,12,30.790620774
0,17200,85977,109238,"HomeImp","ProfExe",3,0,0,115.55751256,1,25,38.948918735
0,18000,62216,85503,"DebtCon","Other",3,0,0,307.25070127,2,15,41.439390666
0,21200,70096,108632,"HomeImp","Other",4,0,0,200.01491752,1,13,29.641286443
0,52800,53532,68305,"DebtCon","Office",11,0,0,91.133225314,1,25,40.669686821
0,15700,80200,88545,"DebtCon","Mgr",21,0,0,242.60038784,10,24,36.297033121
1,11000,41000,63450,"HomeImp","Other",2.9,NA,NA,NA,NA,NA,NA
0,21600,NA,54212,"DebtCon","Other",NA,0,1,303.43333333,0,19,NA
0,32200,118793,171024,"DebtCon","ProfExe",16,0,0,119.60347765,1,16,29.011327721
0,4800,67317,97191,NA,"Mgr",3,0,0,137.31972481,0,23,34.275293777
0,12100,46152,72773,"DebtCon","Other",0,0,0,270.48998006,0,20,29.495115994
1,16800,87300,155500,"DebtCon","Other",3,0,0,1154.6333333,0,0,NA
0,16400,57651,76854,"DebtCon","Office",1,0,0,172.2000922,0,25,31.819622172
0,12000,35028,55079,"HomeImp","Other",23,0,1,108.63396857,0,23,40.797457548
1,4500,90000,105800,"HomeImp","Other",6,2,3,80.1,3,10,NA
0,23800,101536,147601,"HomeImp","ProfExe",10,0,0,161.25574183,1,23,32.719421241
0,21500,90321,103778,"DebtCon","ProfExe",2,0,0,128.64278574,0,20,34.282675916
0,27400,41370,70528,"DebtCon","Office",18,0,0,180.20434499,1,21,33.495088701
0,29300,228059,291314,"DebtCon","ProfExe",16,0,1,259.67720211,2,26,28.173645541
1,3600,41900,52490,"HomeImp","Mgr",3,0,0,72.033333333,2,4,NA
0,17100,53983,73688,"DebtCon","Other",5,NA,NA,95.523512118,0,9,36.920385648
0,42200,21393,68111,"DebtCon","Other",19,0,0,208.52292444,0,30,39.75171656
0,6100,48500,62500,"DebtCon","Mgr",7,NA,4,111.3,2,11,NA
0,11600,129432,198705,"HomeImp","Office",0,0,0,341.04732919,0,16,39.963258508
0,26800,124199,166404,"DebtCon","Mgr",1,0,0,243.94209954,2,23,34.509656884
0,17400,24687,37391,NA,"Office",2,0,0,217.74427464,0,16,38.251392033
0,40900,64674,111877,"DebtCon","Mgr",15,0,0,201.73637289,0,21,40.456009873
1,23500,NA,143168,"DebtCon","Office",10,NA,NA,NA,NA,NA,35.733567331
0,42600,13284,64273,"HomeImp","Office",NA,0,0,310.39832249,0,19,15.249613012
1,11900,29822,48574,"DebtCon","Office",13,0,0,132.4016914,0,4,36.611156973
0,13800,73688,94071,"DebtCon","Office",9,0,0,221.22314273,2,28,41.482142965
0,16800,62557,95747,"DebtCon","Other",0,0,0,188.18900504,1,31,35.285844744
0,13700,12577,41075,"DebtCon","Mgr",7,0,0,133.54201413,0,10,22.964772727
0,14700,82967,114835,NA,NA,NA,NA,NA,NA,NA,NA,34.478073974
0,36200,38010,59111,"DebtCon","Other",NA,0,0,NA,6,0,31.332141485
0,58900,40100,70672,"DebtCon","Other",3,0,0,112.31951405,0,20,30.388430585
0,14800,53738,66258,"DebtCon","Other",7,0,0,240.86344144,0,17,34.532496085
0,2900,104373,120702,"HomeImp","Office",2,0,0,101.54029753,0,13,29.915859028
0,5900,NA,51189,"HomeImp",NA,1,0,0,NA,0,0,12.749180645
1,15000,NA,26100,"DebtCon","Other",1.6,0,1,105.46666667,17,20,NA
0,14400,78777,103344,"HomeImp","ProfExe",5,0,0,104.40459654,1,27,24.35085757
0,27600,54584,86568,"DebtCon","Other",22,0,0,214.8157373,1,27,35.223970798
0,15900,79660,96393,"DebtCon","Other",4,2,0,84.205779001,1,21,22.113193096
1,13000,47000,60000,"HomeImp","Self",1,0,0,NA,3,12,NA
0,24300,42276,68775,"DebtCon","Other",24,0,0,309.68358561,2,31,32.746506891
0,17200,17234,43310,NA,"Office",1,0,0,215.6075405,0,15,38.318514688
