"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","Class"
"18386",41,"services","married","secondary","no",33,"yes","yes","unknown",27,"may",82,1,-1,0,"unknown",0
"18387",52,"self-employed","married","secondary","no",6353,"yes","yes","unknown",19,"may",361,2,-1,0,"unknown",0
"18388",41,"blue-collar","single","unknown","no",961,"yes","no","unknown",29,"may",117,1,-1,0,"unknown",0
"18389",30,"services","divorced","secondary","no",21,"no","no","cellular",17,"jul",49,1,-1,0,"unknown",0
"18390",41,"services","married","secondary","no",241,"yes","yes","unknown",4,"jun",144,1,-1,0,"unknown",0
"18391",50,"entrepreneur","married","tertiary","no",-168,"yes","no","cellular",23,"jul",1327,2,-1,0,"unknown",1
"18392",36,"technician","divorced","primary","no",-127,"yes","no","cellular",5,"may",320,1,-1,0,"unknown",0
"18393",54,"entrepreneur","married","secondary","no",653,"yes","no","unknown",15,"may",352,1,-1,0,"unknown",0
"18394",18,"student","single","primary","no",608,"no","no","cellular",13,"nov",210,1,93,1,"success",1
"18395",46,"entrepreneur","single","tertiary","no",580,"yes","no","unknown",13,"may",36,1,-1,0,"unknown",0
"18396",54,"admin.","married","tertiary","no",19,"no","no","cellular",26,"aug",131,2,-1,0,"unknown",0
"18397",27,"blue-collar","married","primary","no",1002,"yes","no","unknown",3,"jun",583,1,-1,0,"unknown",0
"18398",36,"services","married","secondary","no",297,"yes","yes","cellular",15,"jul",157,5,-1,0,"unknown",0
"18399",49,"services","married","secondary","no",413,"yes","yes","cellular",29,"aug",175,2,-1,0,"unknown",0
"18400",43,"management","single","tertiary","no",5658,"no","no","unknown",12,"jun",462,3,-1,0,"unknown",0
"18401",36,"management","divorced","tertiary","no",-1,"no","no","cellular",26,"feb",88,3,-1,0,"unknown",0
"18402",37,"admin.","married","secondary","no",1396,"yes","no","cellular",22,"jul",199,2,-1,0,"unknown",0
"18403",53,"management","married","tertiary","no",210,"no","no","cellular",19,"aug",96,2,-1,0,"unknown",0
"18404",44,"blue-collar","single","unknown","no",-101,"yes","no","unknown",14,"may",143,1,-1,0,"unknown",0
"18405",25,"admin.","single","secondary","no",122,"yes","no","unknown",6,"may",286,1,-1,0,"unknown",0
"18406",36,"management","married","tertiary","no",521,"no","yes","cellular",18,"nov",135,2,152,1,"other",0
"18407",33,"management","married","tertiary","no",2071,"no","no","cellular",8,"aug",106,2,-1,0,"unknown",0
"18408",28,"technician","single","tertiary","no",-594,"yes","yes","cellular",15,"may",296,2,353,2,"other",0
"18409",47,"entrepreneur","married","tertiary","no",-497,"yes","no","cellular",14,"may",176,2,-1,0,"unknown",0
"18410",35,"entrepreneur","single","tertiary","no",3302,"yes","yes","cellular",18,"may",207,3,-1,0,"unknown",0
"18411",36,"technician","married","secondary","no",24,"yes","no","cellular",30,"apr",58,1,163,1,"failure",0
"18412",32,"blue-collar","married","secondary","no",300,"no","no","cellular",6,"feb",166,2,-1,0,"unknown",0
"18413",33,"unemployed","single","tertiary","no",157,"yes","no","unknown",26,"may",897,5,-1,0,"unknown",0
"18414",44,"blue-collar","married","primary","no",1147,"yes","no","cellular",12,"may",23,1,-1,0,"unknown",0
"18415",30,"admin.","married","secondary","no",-170,"yes","yes","unknown",26,"may",130,1,-1,0,"unknown",0
"18416",47,"unemployed","divorced","secondary","no",176,"no","no","unknown",19,"jun",91,2,-1,0,"unknown",0
"18417",57,"admin.","married","unknown","no",596,"no","no","cellular",29,"jan",90,1,-1,0,"unknown",0
"18418",36,"admin.","married","secondary","no",1733,"no","yes","cellular",22,"jul",204,3,-1,0,"unknown",0
"18419",24,"technician","married","secondary","no",330,"yes","yes","cellular",5,"may",326,1,-1,0,"unknown",0
"18420",41,"entrepreneur","married","tertiary","no",121,"yes","no","cellular",5,"may",456,1,287,1,"failure",0
"18421",71,"retired","married","tertiary","no",3561,"no","no","telephone",15,"mar",577,7,-1,0,"unknown",1
"18422",26,"services","married","secondary","no",380,"yes","no","unknown",13,"may",260,3,-1,0,"unknown",0
"18423",43,"admin.","married","secondary","no",324,"no","no","cellular",8,"aug",629,4,-1,0,"unknown",0
"18424",34,"technician","single","secondary","no",1259,"yes","no","cellular",6,"may",379,2,169,1,"failure",0
"18425",44,"technician","single","secondary","no",0,"no","no","cellular",20,"aug",156,2,-1,0,"unknown",0
"18426",28,"blue-collar","married","tertiary","no",902,"yes","no","telephone",28,"jul",296,2,-1,0,"unknown",0
"18427",46,"management","single","secondary","no",-246,"yes","no","unknown",5,"may",255,2,-1,0,"unknown",0
"18428",56,"entrepreneur","married","secondary","no",196,"no","no","cellular",19,"nov",312,3,-1,0,"unknown",0
"18429",57,"management","single","tertiary","no",73,"no","no","unknown",12,"may",41,1,-1,0,"unknown",0
"18430",36,"entrepreneur","married","primary","no",177,"yes","no","unknown",12,"may",63,5,-1,0,"unknown",0
"18431",27,"technician","single","tertiary","no",1075,"no","no","cellular",2,"sep",529,2,184,1,"success",1
"18432",28,"technician","single","secondary","no",26765,"no","no","unknown",13,"may",210,8,-1,0,"unknown",0
"18433",37,"admin.","divorced","secondary","no",0,"yes","no","unknown",30,"may",127,5,-1,0,"unknown",0
"18434",52,"housemaid","married","primary","no",335,"no","no","cellular",22,"aug",217,5,-1,0,"unknown",0
"18435",40,"admin.","married","tertiary","no",10035,"no","no","unknown",9,"jun",29,1,-1,0,"unknown",0
"18436",26,"self-employed","divorced","secondary","no",165,"yes","no","cellular",29,"jul",162,4,-1,0,"unknown",0
"18437",52,"management","divorced","tertiary","no",907,"yes","no","unknown",4,"jun",104,2,-1,0,"unknown",0
"18438",58,"retired","single","secondary","no",1640,"no","yes","cellular",4,"feb",72,6,274,4,"failure",0
"18439",45,"services","married","secondary","no",-1036,"yes","no","unknown",9,"jun",65,17,-1,0,"unknown",0
"18440",36,"management","divorced","tertiary","no",649,"no","no","cellular",16,"jul",237,2,91,1,"failure",0
"18441",33,"unemployed","single","secondary","no",233,"yes","no","unknown",8,"may",221,4,-1,0,"unknown",0
"18442",33,"admin.","single","secondary","no",3160,"no","no","unknown",18,"jun",719,13,-1,0,"unknown",0
"18443",41,"technician","single","tertiary","no",5389,"no","no","cellular",13,"aug",209,5,-1,0,"unknown",0
"18444",34,"management","married","tertiary","no",498,"yes","no","unknown",23,"may",216,2,-1,0,"unknown",0
"18445",37,"technician","married","tertiary","no",88,"no","no","cellular",6,"may",195,1,90,3,"other",1
"18446",31,"admin.","married","secondary","no",454,"yes","no","unknown",4,"jun",119,1,-1,0,"unknown",0
"18447",32,"blue-collar","married","secondary","no",257,"yes","yes","cellular",29,"jan",74,1,239,1,"other",0
"18448",68,"retired","married","secondary","no",3588,"no","no","telephone",3,"apr",119,1,-1,0,"unknown",0
"18449",43,"admin.","married","tertiary","no",279,"yes","no","cellular",30,"apr",155,1,164,1,"failure",0
"18450",31,"blue-collar","married","primary","no",855,"yes","yes","unknown",20,"may",172,4,-1,0,"unknown",0
"18451",56,"blue-collar","married","primary","no",0,"yes","no","telephone",23,"jul",293,5,-1,0,"unknown",0
"18452",40,"housemaid","married","secondary","no",3944,"yes","no","unknown",12,"jun",64,6,-1,0,"unknown",0
"18453",42,"admin.","divorced","secondary","no",1811,"yes","no","unknown",14,"may",150,1,-1,0,"unknown",0
"18454",39,"blue-collar","married","primary","no",622,"yes","no","unknown",20,"may",169,1,-1,0,"unknown",0
"18455",27,"blue-collar","single","primary","no",-71,"no","yes","cellular",30,"jul",70,3,-1,0,"unknown",0
"18456",45,"services","divorced","secondary","no",864,"yes","no","unknown",14,"may",183,2,-1,0,"unknown",0
"18457",27,"admin.","single","secondary","no",592,"yes","yes","cellular",5,"feb",466,3,-1,0,"unknown",0
"18458",46,"admin.","married","primary","no",595,"yes","no","unknown",6,"jun",334,3,-1,0,"unknown",0
"18459",44,"management","married","tertiary","no",12392,"yes","no","cellular",13,"may",177,3,343,1,"other",0
"18460",43,"blue-collar","married","primary","no",2605,"yes","no","unknown",15,"may",347,4,-1,0,"unknown",0
"18461",47,"services","married","secondary","no",459,"no","no","cellular",19,"aug",599,3,-1,0,"unknown",0
"18462",38,"blue-collar","married","primary","no",246,"no","no","unknown",17,"jun",91,2,-1,0,"unknown",0
"18463",40,"self-employed","married","secondary","no",0,"no","no","unknown",19,"jun",61,1,-1,0,"unknown",0
"18464",39,"management","married","secondary","no",18,"yes","no","cellular",21,"aug",102,1,91,1,"failure",0
"18465",31,"admin.","single","secondary","no",738,"yes","no","cellular",18,"jul",381,1,-1,0,"unknown",0
"18466",30,"technician","single","secondary","no",893,"no","no","cellular",26,"aug",45,3,-1,0,"unknown",0
"18467",41,"technician","married","tertiary","no",585,"yes","no","telephone",20,"apr",60,1,-1,0,"unknown",0
"18468",46,"technician","married","secondary","no",231,"yes","no","unknown",3,"jun",117,1,-1,0,"unknown",0
"18469",34,"admin.","married","secondary","no",155,"no","no","cellular",5,"feb",696,2,-1,0,"unknown",1
"18470",43,"blue-collar","married","primary","no",437,"yes","no","cellular",21,"nov",142,1,-1,0,"unknown",0
"18471",41,"management","married","tertiary","no",1495,"yes","no","cellular",19,"nov",210,2,-1,0,"unknown",0
"18472",66,"housemaid","married","primary","no",1230,"no","no","cellular",17,"dec",726,3,-1,0,"unknown",1
"18473",40,"blue-collar","married","secondary","no",2158,"no","no","cellular",10,"jul",277,1,-1,0,"unknown",0
"18474",34,"services","married","secondary","no",889,"yes","no","cellular",16,"jul",417,7,-1,0,"unknown",0
"18475",30,"admin.","married","secondary","no",4457,"yes","no","cellular",21,"nov",566,4,-1,0,"unknown",1
"18476",78,"retired","divorced","secondary","no",3417,"no","no","cellular",12,"may",309,1,181,1,"success",1
"18477",44,"technician","married","secondary","no",2626,"yes","no","cellular",18,"nov",170,2,188,3,"failure",0
"18478",27,"management","single","tertiary","no",6791,"no","no","telephone",22,"mar",174,2,229,28,"success",0
"18479",47,"unemployed","married","secondary","no",817,"no","no","cellular",7,"apr",721,4,-1,0,"unknown",1
"18480",39,"management","married","tertiary","no",12,"yes","no","unknown",23,"may",130,1,-1,0,"unknown",0
"18481",31,"technician","single","secondary","no",4,"no","no","cellular",21,"aug",102,3,-1,0,"unknown",0
"18482",34,"admin.","single","secondary","no",713,"no","no","cellular",5,"feb",124,2,-1,0,"unknown",0
"18483",52,"management","married","tertiary","no",1355,"yes","no","cellular",30,"jan",131,1,241,1,"failure",0
"18484",52,"retired","married","primary","no",383,"yes","yes","cellular",17,"apr",299,2,-1,0,"unknown",0
"18485",28,"services","single","secondary","no",5090,"yes","no","unknown",6,"may",1297,3,-1,0,"unknown",1
"18486",57,"self-employed","married","secondary","no",7747,"no","no","cellular",7,"aug",102,2,-1,0,"unknown",0
"18487",33,"technician","married","secondary","no",-805,"no","no","cellular",7,"jul",208,2,-1,0,"unknown",0
"18488",31,"management","single","tertiary","no",-208,"yes","yes","cellular",20,"nov",251,4,-1,0,"unknown",0
"18489",35,"housemaid","married","primary","no",113,"yes","no","cellular",17,"jul",923,2,-1,0,"unknown",1
"18490",27,"management","single","tertiary","no",88,"no","no","cellular",24,"apr",65,2,-1,0,"unknown",0
"18491",36,"technician","married","secondary","no",197,"yes","no","cellular",7,"may",589,2,-1,0,"unknown",0
"18492",35,"blue-collar","single","secondary","no",74,"yes","no","cellular",17,"apr",360,1,-1,0,"unknown",0
"18493",72,"retired","married","primary","no",0,"no","no","cellular",29,"dec",215,2,-1,0,"unknown",0
"18494",28,"self-employed","married","secondary","no",-522,"yes","yes","cellular",18,"may",638,2,-1,0,"unknown",1
"18495",56,"unknown","married","unknown","no",1032,"no","no","telephone",29,"jul",225,4,-1,0,"unknown",0
"18496",49,"admin.","married","secondary","no",0,"yes","yes","cellular",29,"jul",71,7,-1,0,"unknown",0
"18497",30,"technician","single","secondary","no",0,"no","no","cellular",21,"aug",166,4,-1,0,"unknown",0
"18498",52,"management","divorced","primary","no",11,"no","no","cellular",6,"feb",365,1,9,1,"other",0
"18499",24,"student","single","secondary","no",822,"no","no","cellular",27,"oct",184,1,91,2,"failure",1
"18500",33,"management","single","tertiary","no",5437,"no","no","cellular",4,"may",267,1,91,1,"failure",1
"18501",46,"housemaid","divorced","primary","no",2084,"yes","no","cellular",18,"jul",1081,2,-1,0,"unknown",1
"18502",29,"blue-collar","single","primary","no",105,"yes","no","unknown",16,"may",326,1,-1,0,"unknown",0
"18503",38,"management","married","tertiary","no",1257,"no","no","cellular",12,"oct",166,1,-1,0,"unknown",0
"18504",56,"retired","married","secondary","yes",101,"no","yes","unknown",19,"jun",330,1,-1,0,"unknown",0
"18505",42,"admin.","divorced","secondary","no",527,"no","yes","cellular",20,"apr",112,1,-1,0,"unknown",1
"18506",43,"blue-collar","married","primary","no",126,"yes","no","unknown",8,"may",170,2,-1,0,"unknown",0
"18507",38,"services","married","secondary","no",393,"no","no","unknown",18,"jun",90,3,-1,0,"unknown",0
"18508",35,"self-employed","married","tertiary","no",7990,"yes","no","cellular",4,"feb",357,1,-1,0,"unknown",0
"18509",57,"unemployed","married","secondary","no",3867,"yes","no","unknown",12,"may",71,2,-1,0,"unknown",0
"18510",23,"admin.","married","secondary","no",299,"yes","no","unknown",19,"jun",104,1,-1,0,"unknown",0
"18511",34,"technician","married","tertiary","no",7050,"no","no","cellular",7,"aug",130,1,-1,0,"unknown",1
"18512",55,"self-employed","married","secondary","yes",0,"no","no","cellular",26,"aug",172,5,-1,0,"unknown",0
"18513",34,"technician","married","tertiary","no",1806,"yes","no","cellular",17,"apr",160,2,-1,0,"unknown",0
"18514",27,"self-employed","single","tertiary","no",1000,"no","no","cellular",29,"jan",71,1,-1,0,"unknown",0
"18515",53,"unemployed","married","primary","no",142,"no","no","cellular",30,"apr",168,2,-1,0,"unknown",0
"18516",39,"self-employed","married","tertiary","no",3246,"yes","no","unknown",30,"may",491,1,-1,0,"unknown",0
"18517",55,"services","divorced","primary","no",2923,"yes","no","unknown",15,"may",104,2,-1,0,"unknown",0
"18518",39,"services","divorced","secondary","no",-152,"yes","no","cellular",3,"apr",179,3,-1,0,"unknown",0
"18519",37,"technician","married","tertiary","no",732,"no","no","cellular",25,"may",354,1,-1,0,"unknown",0
"18520",32,"management","single","tertiary","no",2343,"no","no","cellular",18,"jul",226,1,-1,0,"unknown",0
"18521",31,"student","single","tertiary","no",410,"yes","no","unknown",20,"may",112,2,-1,0,"unknown",0
"18522",34,"services","married","secondary","no",-62,"yes","no","unknown",16,"jun",109,3,-1,0,"unknown",0
"18523",30,"blue-collar","single","secondary","no",0,"yes","no","telephone",23,"jul",40,5,-1,0,"unknown",0
"18524",47,"technician","married","tertiary","yes",-813,"yes","yes","unknown",16,"jun",179,25,-1,0,"unknown",0
"18525",27,"technician","married","unknown","no",811,"yes","no","unknown",28,"may",591,2,-1,0,"unknown",0
"18526",61,"retired","married","secondary","no",1058,"no","no","cellular",27,"jul",218,2,91,3,"success",1
"18527",27,"entrepreneur","single","secondary","no",376,"yes","yes","cellular",5,"may",273,1,-1,0,"unknown",0
"18528",32,"technician","divorced","secondary","no",-262,"yes","no","telephone",28,"aug",85,24,-1,0,"unknown",0
"18529",50,"technician","married","secondary","no",778,"no","no","cellular",23,"jul",16,1,-1,0,"unknown",0
"18530",57,"management","married","tertiary","no",0,"yes","yes","unknown",20,"may",107,2,-1,0,"unknown",0
"18531",30,"blue-collar","married","secondary","no",578,"yes","yes","cellular",17,"apr",71,2,317,1,"failure",0
"18532",29,"admin.","married","secondary","no",1937,"no","no","unknown",25,"aug",6,1,-1,0,"unknown",0
"18533",35,"technician","single","secondary","no",175,"yes","no","unknown",28,"may",223,1,-1,0,"unknown",0
"18534",36,"management","single","tertiary","no",1531,"yes","no","cellular",8,"may",81,3,170,1,"failure",0
"18535",35,"management","married","tertiary","no",299,"no","no","cellular",19,"aug",1059,5,-1,0,"unknown",0
"18536",40,"admin.","single","secondary","no",1322,"yes","no","unknown",8,"may",26,1,-1,0,"unknown",0
"18537",31,"technician","single","secondary","no",55,"no","no","unknown",28,"may",350,1,-1,0,"unknown",0
"18538",34,"management","single","tertiary","no",1396,"yes","no","cellular",17,"jul",630,1,-1,0,"unknown",0
"18539",35,"management","single","tertiary","no",578,"yes","no","cellular",19,"nov",112,1,-1,0,"unknown",0
"18540",34,"technician","married","secondary","no",-74,"yes","no","cellular",7,"jul",98,2,347,4,"failure",0
"18541",39,"management","married","primary","no",13,"no","no","unknown",2,"jun",59,4,-1,0,"unknown",0
"18542",36,"management","single","tertiary","no",-38,"yes","no","unknown",14,"may",784,1,-1,0,"unknown",0
"18543",25,"admin.","single","secondary","no",61,"yes","no","unknown",9,"may",345,9,-1,0,"unknown",0
"18544",33,"blue-collar","married","secondary","no",1221,"yes","no","cellular",7,"may",127,6,-1,0,"unknown",0
"18545",57,"admin.","married","primary","no",215,"yes","yes","cellular",17,"jul",210,2,-1,0,"unknown",0
"18546",32,"blue-collar","married","primary","yes",-275,"yes","yes","unknown",27,"may",321,1,-1,0,"unknown",0
"18547",55,"services","married","secondary","no",0,"no","no","cellular",8,"jul",106,1,-1,0,"unknown",0
"18548",28,"management","single","tertiary","no",223,"yes","no","cellular",1,"jun",303,1,278,3,"success",1
"18549",49,"management","married","tertiary","no",-151,"yes","no","unknown",29,"may",119,2,-1,0,"unknown",0
"18550",39,"blue-collar","married","primary","no",2862,"yes","no","unknown",28,"may",227,2,-1,0,"unknown",0
"18551",32,"services","married","secondary","no",204,"yes","yes","unknown",20,"may",307,3,-1,0,"unknown",0
"18552",58,"management","married","tertiary","no",0,"no","no","cellular",28,"aug",67,19,-1,0,"unknown",0
"18553",32,"unemployed","single","secondary","no",2706,"no","no","cellular",21,"nov",462,3,-1,0,"unknown",0
"18554",36,"blue-collar","married","primary","no",655,"yes","no","unknown",23,"may",153,4,-1,0,"unknown",0
"18555",56,"management","married","tertiary","no",12356,"yes","no","cellular",26,"may",410,1,551,5,"other",1
"18556",42,"admin.","married","secondary","no",437,"yes","no","cellular",11,"aug",120,3,190,1,"failure",0
"18557",52,"technician","married","tertiary","no",136,"yes","no","telephone",14,"may",46,2,287,10,"other",0
"18558",27,"technician","married","secondary","no",267,"yes","no","cellular",18,"may",166,4,-1,0,"unknown",0
"18559",36,"services","single","secondary","no",-45,"yes","no","unknown",8,"may",289,1,-1,0,"unknown",0
"18560",47,"blue-collar","married","primary","no",176,"yes","no","unknown",30,"may",35,1,-1,0,"unknown",0
"18561",38,"management","married","tertiary","no",613,"no","no","cellular",30,"apr",242,1,86,1,"success",1
"18562",41,"admin.","divorced","secondary","no",270,"yes","no","cellular",6,"apr",143,1,336,1,"failure",0
"18563",54,"management","divorced","primary","no",210,"no","no","cellular",18,"nov",178,1,-1,0,"unknown",0
"18564",41,"blue-collar","married","secondary","no",1354,"yes","no","cellular",4,"may",106,2,-1,0,"unknown",0
"18565",34,"self-employed","married","secondary","no",1813,"no","no","cellular",4,"may",370,5,-1,0,"unknown",0
"18566",34,"blue-collar","married","secondary","no",3778,"yes","no","telephone",13,"may",259,3,-1,0,"unknown",0
"18567",30,"management","married","tertiary","no",549,"no","no","cellular",28,"aug",59,8,-1,0,"unknown",0
"18568",36,"blue-collar","single","secondary","no",1089,"yes","no","telephone",11,"may",75,4,-1,0,"unknown",0
"18569",38,"technician","single","tertiary","no",9,"yes","no","unknown",6,"may",185,3,-1,0,"unknown",0
"18570",68,"retired","married","primary","no",2398,"no","no","cellular",8,"oct",352,1,-1,0,"unknown",0
"18571",35,"self-employed","married","secondary","no",-3,"no","no","unknown",9,"jun",438,5,-1,0,"unknown",0
"18572",33,"blue-collar","married","secondary","yes",-266,"yes","yes","cellular",3,"feb",16,7,-1,0,"unknown",0
"18573",63,"technician","married","secondary","no",896,"yes","no","cellular",14,"aug",276,2,-1,0,"unknown",1
"18574",28,"technician","single","secondary","no",1241,"no","no","cellular",24,"jul",343,1,-1,0,"unknown",0
"18575",45,"management","married","tertiary","no",1929,"yes","no","unknown",29,"may",44,15,-1,0,"unknown",0
"18576",37,"management","married","tertiary","no",675,"no","no","cellular",26,"aug",49,13,-1,0,"unknown",0
"18577",33,"services","married","secondary","no",478,"no","no","cellular",30,"apr",475,2,-1,0,"unknown",1
"18578",30,"blue-collar","divorced","secondary","no",292,"yes","no","cellular",7,"may",381,1,335,5,"other",0
"18579",46,"unknown","single","primary","no",10,"no","no","unknown",18,"jun",64,6,-1,0,"unknown",0
"18580",52,"services","divorced","secondary","no",1430,"yes","no","telephone",20,"apr",121,4,-1,0,"unknown",0
"18581",66,"retired","married","tertiary","no",2820,"no","no","cellular",5,"mar",115,2,-1,0,"unknown",0
"18582",29,"blue-collar","married","secondary","no",1956,"yes","no","unknown",16,"may",266,6,-1,0,"unknown",0
"18583",29,"management","single","tertiary","no",559,"no","no","telephone",27,"may",86,4,-1,0,"unknown",0
"18584",53,"services","divorced","primary","no",200,"no","no","cellular",17,"nov",182,3,-1,0,"unknown",0
"18585",28,"blue-collar","single","secondary","no",352,"yes","yes","unknown",27,"may",125,3,-1,0,"unknown",0
"18586",33,"management","married","tertiary","no",3915,"no","no","cellular",7,"aug",65,4,-1,0,"unknown",0
"18587",29,"technician","single","tertiary","no",183,"yes","yes","cellular",6,"may",64,1,343,2,"failure",0
"18588",49,"management","divorced","tertiary","no",4961,"yes","no","cellular",3,"feb",298,2,231,1,"failure",0
"18589",47,"housemaid","married","primary","no",0,"yes","no","telephone",15,"jul",162,1,-1,0,"unknown",0
"18590",58,"entrepreneur","married","tertiary","no",0,"no","yes","cellular",30,"jan",540,1,2,2,"other",0
"18591",27,"services","single","secondary","no",387,"no","yes","cellular",9,"jul",194,1,-1,0,"unknown",0
"18592",41,"management","single","tertiary","no",275,"yes","no","cellular",18,"nov",82,2,-1,0,"unknown",0
"18593",54,"technician","married","tertiary","no",876,"no","no","cellular",27,"oct",269,3,541,3,"success",1
"18594",55,"management","divorced","tertiary","no",2625,"yes","no","cellular",5,"may",286,1,252,3,"failure",0
"18595",34,"technician","married","secondary","no",223,"yes","no","cellular",15,"jul",202,3,-1,0,"unknown",0
"18596",26,"admin.","single","secondary","no",81,"no","yes","cellular",10,"jul",604,1,-1,0,"unknown",0
"18597",58,"admin.","married","secondary","no",749,"yes","no","unknown",14,"may",151,2,-1,0,"unknown",0
"18598",50,"admin.","married","tertiary","no",6574,"no","no","cellular",8,"sep",495,1,92,3,"success",1
"18599",60,"blue-collar","married","secondary","no",40,"no","no","unknown",5,"jun",126,2,-1,0,"unknown",0
"18600",38,"admin.","married","secondary","no",424,"yes","no","cellular",17,"apr",279,1,-1,0,"unknown",0
"18601",46,"management","married","tertiary","yes",-337,"no","yes","cellular",21,"aug",120,2,-1,0,"unknown",0
"18602",26,"admin.","single","secondary","no",483,"yes","no","cellular",18,"may",305,2,-1,0,"unknown",0
"18603",55,"retired","married","tertiary","no",357,"yes","no","cellular",30,"apr",878,1,-1,0,"unknown",0
"18604",31,"management","married","tertiary","no",1331,"no","no","cellular",30,"apr",297,1,86,3,"success",1
"18605",28,"unemployed","married","secondary","no",858,"yes","no","unknown",21,"may",371,1,-1,0,"unknown",0
"18606",33,"management","married","tertiary","no",0,"yes","no","cellular",7,"apr",366,1,-1,0,"unknown",0
"18607",32,"services","married","secondary","no",387,"yes","no","cellular",20,"nov",340,2,-1,0,"unknown",0
"18608",60,"retired","married","tertiary","no",2196,"no","no","cellular",15,"jun",318,3,-1,0,"unknown",0
"18609",44,"admin.","married","secondary","no",345,"yes","no","telephone",16,"jul",208,8,-1,0,"unknown",0
"18610",39,"technician","married","tertiary","no",122,"no","no","unknown",20,"jun",44,5,-1,0,"unknown",0
"18611",49,"admin.","married","secondary","no",359,"yes","no","cellular",2,"feb",231,2,271,1,"failure",0
"18612",36,"management","married","tertiary","no",-825,"no","no","unknown",27,"may",95,1,-1,0,"unknown",0
"18613",39,"services","married","tertiary","no",35,"no","no","cellular",20,"aug",211,3,-1,0,"unknown",0
"18614",30,"blue-collar","single","secondary","no",583,"no","no","cellular",18,"may",453,2,-1,0,"unknown",0
"18615",32,"admin.","married","secondary","no",200,"no","no","cellular",3,"aug",172,3,-1,0,"unknown",0
"18616",28,"management","single","tertiary","no",-380,"yes","no","unknown",4,"jun",285,4,-1,0,"unknown",0
"18617",37,"technician","married","secondary","no",83,"yes","no","cellular",6,"may",68,1,363,1,"failure",0
"18618",47,"blue-collar","married","secondary","no",2548,"yes","no","cellular",11,"may",577,1,368,1,"other",0
"18619",35,"admin.","divorced","secondary","no",454,"yes","no","cellular",10,"jul",154,1,-1,0,"unknown",0
"18620",56,"management","divorced","secondary","no",278,"yes","no","unknown",17,"jun",269,1,-1,0,"unknown",0
"18621",72,"retired","divorced","primary","no",0,"no","no","telephone",28,"aug",359,1,-1,0,"unknown",0
"18622",23,"blue-collar","single","primary","no",8627,"yes","no","unknown",3,"jun",281,1,-1,0,"unknown",0
"18623",59,"retired","married","secondary","no",0,"no","no","cellular",6,"aug",142,2,-1,0,"unknown",0
"18624",59,"management","married","tertiary","no",2319,"yes","no","unknown",15,"may",132,32,-1,0,"unknown",0
"18625",29,"management","married","tertiary","no",1366,"yes","no","unknown",29,"may",273,3,-1,0,"unknown",0
"18626",55,"retired","married","unknown","no",554,"no","yes","cellular",25,"jul",234,1,-1,0,"unknown",0
"18627",37,"admin.","single","secondary","no",115,"no","no","cellular",4,"feb",187,1,83,9,"failure",0
"18628",46,"admin.","married","secondary","no",979,"no","no","cellular",27,"aug",34,15,-1,0,"unknown",0
"18629",37,"management","married","tertiary","no",0,"no","no","cellular",22,"jul",89,1,-1,0,"unknown",0
"18630",40,"admin.","married","secondary","no",260,"yes","no","cellular",13,"may",306,1,181,5,"success",1
"18631",39,"services","married","secondary","no",8876,"no","no","cellular",4,"may",106,1,91,2,"failure",0
"18632",35,"entrepreneur","single","tertiary","no",145,"yes","no","cellular",18,"jul",799,2,-1,0,"unknown",1
"18633",55,"technician","married","secondary","no",1938,"no","yes","cellular",18,"aug",193,1,386,3,"success",1
"18634",31,"admin.","single","secondary","no",391,"yes","no","cellular",17,"apr",416,1,-1,0,"unknown",0
"18635",32,"admin.","single","tertiary","no",725,"no","no","cellular",27,"aug",53,4,-1,0,"unknown",0
"18636",40,"unemployed","married","tertiary","no",2430,"no","no","cellular",24,"aug",87,2,-1,0,"unknown",0
"18637",43,"blue-collar","married","secondary","no",-312,"yes","no","unknown",20,"jun",26,11,-1,0,"unknown",0
"18638",37,"entrepreneur","married","tertiary","no",264,"yes","yes","cellular",20,"nov",276,1,157,1,"failure",0
"18639",52,"technician","divorced","secondary","no",204,"no","no","cellular",7,"aug",134,2,-1,0,"unknown",0
"18640",31,"student","single","secondary","no",3511,"no","no","cellular",2,"jul",667,1,-1,0,"unknown",1
"18641",30,"self-employed","married","tertiary","no",1930,"no","no","cellular",20,"nov",80,1,-1,0,"unknown",0
"18642",56,"blue-collar","married","secondary","no",605,"no","yes","cellular",27,"aug",157,6,-1,0,"unknown",0
"18643",37,"blue-collar","single","secondary","no",336,"yes","no","unknown",12,"may",152,5,-1,0,"unknown",0
"18644",52,"management","married","tertiary","no",261,"yes","no","unknown",12,"jun",437,2,-1,0,"unknown",0
"18645",42,"technician","married","secondary","no",27,"no","no","cellular",14,"aug",259,4,-1,0,"unknown",0
"18646",52,"blue-collar","married","primary","no",1054,"no","no","cellular",4,"aug",273,1,-1,0,"unknown",0
"18647",39,"technician","single","secondary","no",709,"yes","no","cellular",10,"jul",441,1,-1,0,"unknown",0
"18648",27,"technician","married","secondary","no",-392,"yes","no","cellular",23,"jul",228,2,-1,0,"unknown",1
"18649",45,"technician","married","secondary","no",1441,"yes","no","cellular",18,"nov",93,1,113,2,"other",0
"18650",49,"admin.","married","secondary","no",0,"yes","yes","unknown",3,"jun",50,3,-1,0,"unknown",0
